;total_inflow;.t;.in_out_ES
2024-09-02 00:20:00;0,04040161892771721;1,0104166666666667;0,04040161892771721
2024-09-02 00:25:00;0,04372226819396019;1,0138888888888888;0,04372226819396019
2024-09-02 00:30:00;0,11281806230545044;1,0173611111111112;0,11281806230545044
2024-09-02 00:35:00;0,11506807804107666;1,0208333333333333;0,11506807804107666
2024-09-02 00:40:00;0,11574725061655045;1,0243055555555556;0,11574725061655045
2024-09-02 00:45:00;0,11642631143331528;1,0277777777777777;0,11642631143331528
2024-09-02 00:50:00;0,11710558086633682;1,03125;0,11710558086633682
2024-09-02 00:55:00;0,11778505146503448;1,0347222222222223;0,11778505146503448
2024-09-02 01:00:00;0,11846469342708588;1,0381944444444444;0,11846469342708588
2024-09-02 01:05:00;0,1191444993019104;1,0416666666666667;0,1191444993019104
2024-09-02 01:10:00;0,11982735246419907;1,0451388888888888;0,11982735246419907
2024-09-02 01:15:00;0,12051617354154587;1,0486111111111112;0,12051617354154587
2024-09-02 01:20:00;0,12120512127876282;1,0520833333333333;0,12120512127876282
2024-09-02 01:25:00;0,12189415097236633;1,0555555555555556;0,12189415097236633
2024-09-02 01:30:00;0,12258324772119522;1,0590277777777777;0,12258324772119522
2024-09-02 01:35:00;0,12327238917350769;1,0625;0,12327238917350769
2024-09-02 01:40:00;0,12396156787872314;1,0659722222222223;0,12396156787872314
2024-09-02 01:45:00;0,12465076148509979;1,0694444444444444;0,12465076148509979
2024-09-02 01:50:00;0,12533995509147644;1,0729166666666667;0,12533995509147644
2024-09-02 01:55:00;0,1260291486978531;1,0763888888888888;0,1260291486978531
2024-09-02 02:00:00;0,12671831250190735;1,0798611111111112;0,12671831250190735
2024-09-02 02:05:00;0,12740741670131683;1,0833333333333333;0,12740741670131683
2024-09-02 02:10:00;0,12809646129608154;1,0868055555555556;0,12809646129608154
2024-09-02 02:15:00;0,12878543138504028;1,0902777777777777;0,12878543138504028
2024-09-02 02:20:00;0,12947431206703186;1,09375;0,12947431206703186
2024-09-02 02:25:00;0,13016310334205627;1,0972222222222223;0,13016310334205627
2024-09-02 02:30:00;0,13085176050662994;1,1006944444444444;0,13085176050662994
2024-09-02 02:35:00;0,13154029846191406;1,1041666666666667;0,13154029846191406
2024-09-02 02:40:00;0,13206541538238525;1,1076388888888888;0,13206541538238525
2024-09-02 02:45:00;0,13254664838314056;1,1111111111111112;0,13254664838314056
2024-09-02 02:50:00;0,13302738964557648;1,1145833333333333;0,13302738964557648
2024-09-02 02:55:00;0,13350796699523926;1,1180555555555556;0,13350796699523926
